date,railroad,tariff,item,commodity,primary_class,origin_city,origin_state,origin,destination_city,destination_state,destination,route_mileage,train_type,min_number_of_cars,max_number_of_cars,car_ownership,rule_11_rate,gtr_table,maximum_load_pounds,tariff_per_car,tariff_per_bushel,tariff_per_metric_ton,tariff_per_short_ton,tariff_per_ton_mile,fsc_per_mile,fsc_per_car,tariff_fsc_per_car,tariff_fsc_per_bushel,tariff_fsc_per_metric_ton,tariff_fsc_per_short_ton,tariff_fsc_per_ton_mile,car_volume_cubic_feet
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Hereford,TX,"Hereford, TX",1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5800,1.4631,57.5968,52.2523,0.049,0.09,95.94,5895.94,1.4631,58.5496,53.1166,0.0498,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hereford,TX,"Hereford, TX",728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5040,1.2714,50.0497,45.4054,0.0624,0.09,65.52,5105.52,1.2714,50.7003,45.9957,0.0632,>=5001
2024-12-15,BNSF,4022,39013.0,Corn,N/A,Edison,NE,"Edison, NE",Seattle,WA,"PNW (Seattle, WA)",1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5350,1.3495,53.1281,48.1982,0.0274,0.09,158.31,5508.31,1.3495,54.7002,49.6244,0.0282,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hanford,CA,"Hanford, CA",1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",6000,1.5135,59.5829,54.0541,0.0304,0.09,159.84,6159.84,1.5135,61.1702,55.4941,0.0312,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Greenwood,IL,"Greenwood (Mendota), IL",Hereford,TX,"Hereford, TX",935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4560,1.1503,45.283,41.0811,0.0439,0.09,84.15,4644.15,1.1503,46.1187,41.8392,0.0447,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Hancock,IA,"Hancock, IA",Plainview,TX,"Plainview, TX",832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",5160,1.3016,51.2413,46.4865,0.0559,0.09,74.88,5234.88,1.3016,51.9849,47.1611,0.0567,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Clovis,NM,"Clovis, NM",764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4800,1.2108,47.6663,43.2432,0.0566,0.09,68.76,4868.76,1.2108,48.3492,43.8627,0.0574,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Houston,TX,"Texas Gulf (Houston, TX)",937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4540,1.1452,45.0844,40.9009,0.0437,0.09,84.33,4624.33,1.1452,45.9218,41.6606,0.0445,>=5001
2024-12-15,BNSF,4022,39013.0,Corn,N/A,Selby,SD,"Selby, SD",Seattle,WA,"PNW (Seattle, WA)",1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5430,1.3697,53.9225,48.9189,0.0345,0.09,127.71,5557.71,1.3697,55.1908,50.0695,0.0353,>=5001
2024-12-15,BNSF,4022,39013.0,Corn,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5430,1.3697,53.9225,48.9189,0.0294,0.09,149.94,5579.94,1.3697,55.4115,50.2697,0.0302,>=5001
2024-12-15,BNSF,4022,39010.0,Corn,N/A,Waverly,IL,"Waverly, IL",Dexter,NM,"Dexter, NM",1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",4680,1.1805,46.4747,42.1622,0.0399,0.09,95.22,4775.22,1.1805,47.4203,43.02,0.0407,>=5001
2024-12-15,CN,4050,1001000.0,Corn,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Private,0,1,,2191,0.5527,21.7577,19.7387,0.0227,0.3375,293.625,2484.625,0.5527,24.6735,22.384,0.0257,>5149
2024-12-15,CN,4050,1001000.0,Corn,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Railroad,0,1,,2571,0.6485,25.5313,23.1622,0.0266,0.3375,293.625,2864.625,0.6485,28.4471,25.8074,0.0297,>5149
2024-12-15,CPKC,4032,1182.0,Corn,N/A,Delhi,LA,"Delhi, LA",Morton,MS,"Morton, MS",120.0,Unit,100,,Railroad/Private,0,1,,1342,0.3385,13.3267,12.0901,0.1008,0.37,44.4,1386.4,0.3385,13.7676,12.4901,0.1041,>=5000
2024-12-15,CPKC,4444,45646.0,Corn,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5047,1.2731,50.1192,45.4685,0.0281,0.27,436.59,5483.59,1.2731,54.4547,49.4017,0.0306,>=5000
2024-12-15,CPKC,4444,45558.0,Corn,N/A,Glenwood,MN,"Glenwood, MN",Boardman,OR,"Boardman, OR",1556.0,Unit,110,110.0,Railroad/Private,0,1,,5513,1.3907,54.7468,49.6667,0.0319,0.27,420.12,5933.12,1.3907,58.9188,53.4515,0.0344,>=5000
2024-12-15,CSX,4315,,Corn,N/A,Haw Creek,IN,"Haw Creek (Ladoga), IN",Ozark,AL,"Ozark, AL",707.0,Unit,90,90.0,Railroad/Private,0,1,,5961,1.5037,59.1956,53.7027,0.076,0.0,0.0,5961.0,1.5037,59.1956,53.7027,0.076,>=5000
2024-12-15,CSX,4315,,Corn,N/A,Marysville,OH,"Marysville, OH",Rose Hill,NC,"Rose Hill, NC",781.0,Unit,90,90.0,Railroad/Private,0,1,,6139,1.5486,60.9633,55.3063,0.0708,0.0,0.0,6139.0,1.5486,60.9633,55.3063,0.0708,>=5000
2024-12-15,CSX,4315,,Corn,N/A,Olney,IL,"Olney, IL",Fairmount,GA,"Fairmount, GA",496.0,Unit,90,90.0,Railroad/Private,0,1,,4706,1.1871,46.7329,42.3964,0.0855,0.0,0.0,4706.0,1.1871,46.7329,42.3964,0.0855,>=5000
2024-12-15,UP,4051,2215.0,Corn,N/A,Allen,IL,"Allen Station (San Jose), IL",Pittsburg,TX,"Pittsburg, TX",691.0,Shuttle,107,,Railroad/Private,0,1,"286,000",4085,1.0305,40.566,36.8018,0.0533,0.3,207.3,4292.3,1.0305,42.6246,38.6694,0.056,
2024-12-15,UP,4051,2310.0,Corn,N/A,Frankfort,KS,"Frankfort, KS",Calipatria,CA,"Calipatria, CA",1572.0,Shuttle,107,,Railroad/Private,0,1,"286,000",6005,1.5148,59.6326,54.0991,0.0344,0.3,471.6,6476.6,1.5148,64.3158,58.3477,0.0371,
2024-12-15,UP,4051,2300.0,Corn,N/A,Mead,NE,"Mead, NE",Keyes,CA,"Keyes, CA",1737.0,Shuttle,107,,Railroad/Private,0,1,"286,000",6165,1.5551,61.2214,55.5405,0.032,0.3,521.1,6686.1,1.5551,66.3962,60.2351,0.0347,
2024-12-15,UP,4051,2215.0,Corn,N/A,Nebraska City,NE,"Nebraska City, NE",Amarillo,TX,"Amarillo, TX",714.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5005,1.2625,49.7021,45.0901,0.0632,0.3,214.2,5219.2,1.2625,51.8292,47.0198,0.0659,
2024-12-15,UP,4051,2100.0,Corn,N/A,Sloan,IA,"Sloan, IA",Burley,ID,"Burley, ID",1176.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5685,1.4341,56.4548,51.2162,0.0436,0.3,352.8,6037.8,1.4341,59.9583,54.3946,0.0463,
2024-12-15,UP,4051,2210.0,Corn,N/A,Sterling,IL,"Sterling, IL",Nashville,AR,"Nashville, AR",723.0,Shuttle,107,,Railroad/Private,0,1,"286,000",4225,1.0658,41.9563,38.0631,0.0526,0.3,216.9,4441.9,1.0658,44.1102,40.0171,0.0553,
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Seattle,WA,"PNW (Seattle, WA)",1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6135,1.6581,60.9235,55.2703,0.0362,0.09,137.52,6272.52,1.6581,62.2892,56.5092,0.037,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Houston,TX,"Texas Gulf (Houston, TX)",1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6685,1.8068,66.3853,60.2252,0.0369,0.09,147.06,6832.06,1.8068,67.8457,61.5501,0.0377,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",Seattle,WA,"PNW (Seattle, WA)",1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6085,1.6446,60.427,54.8198,0.0373,0.09,132.21,6217.21,1.6446,61.7399,56.0109,0.0381,>=5001
2024-12-15,BNSF,4022,69902.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",St. Louis,MO,"St. Louis, MO",855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",4485,1.2122,44.5382,40.4054,0.0473,0.09,76.95,4561.95,1.2122,45.3024,41.0986,0.0481,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Concordia,KS,"Concordia, KS",Houston,TX,"Texas Gulf (Houston, TX)",742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",4935,1.3338,49.007,44.4595,0.0599,0.09,66.78,5001.78,1.3338,49.6701,45.0611,0.0607,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Mitchell,SD,"Mitchell, SD",Seattle,WA,"PNW (Seattle, WA)",1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6185,1.6716,61.4201,55.7207,0.0343,0.09,146.16,6331.16,1.6716,62.8715,57.0375,0.0351,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,Phelps,MO,"Phelps (Rock Port), MO",Seattle,WA,"PNW (Seattle, WA)",1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6135,1.6581,60.9235,55.2703,0.0294,0.09,169.29,6304.29,1.6581,62.6047,56.7954,0.0302,>=5001
2024-12-15,BNSF,4022,69105.0,Soybeans,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6235,1.6851,61.9166,56.1712,0.0337,0.09,149.94,6384.94,1.6851,63.4056,57.522,0.0345,>=5001
2024-12-15,CN,4050,1001000.0,Soybeans,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Private,0,1,,2184,0.5903,21.6882,19.6757,0.0226,0.3375,293.625,2477.625,0.5903,24.604,22.3209,0.0257,>5149
2024-12-15,CN,4050,1001000.0,Soybeans,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Railroad,0,1,,2563,0.6927,25.4518,23.0901,0.0265,0.3375,293.625,2856.625,0.6927,28.3677,25.7354,0.0296,>5149
2024-12-15,CN,4050,1001000.0,Soybeans,N/A,Ida Grove,IA,"Ida Grove, IA",Helvetia,LA,"Convent, LA",1376.0,Unit,105,,Private,0,0,,3311,0.8949,32.8798,29.8288,0.0217,0.3375,464.4,3775.4,0.8949,37.4916,34.0126,0.0247,>5149
2024-12-15,CN,4050,1001000.0,Soybeans,N/A,Ida Grove,IA,"Ida Grove, IA",Helvetia,LA,"Convent, LA",1376.0,Unit,105,,Railroad,0,0,,3746,1.0124,37.1996,33.7477,0.0245,0.3375,464.4,4210.4,1.0124,41.8113,37.9315,0.0276,>5149
2024-12-15,CPKC,4444,47004.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",East St. Louis,IL,"East St. Louis, IL",1235.9,Unit,110,110.0,Railroad/Private,0,1,,3526,0.953,35.0149,31.7658,0.0257,0.27,333.693,3859.693,0.953,38.3286,34.772,0.0281,>=5000
2024-12-15,CPKC,4444,45650.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5785,1.5635,57.4479,52.1171,0.0322,0.27,436.59,6221.59,1.5635,61.7834,56.0504,0.0347,>=5000
2024-12-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Private,0,1,,3646,0.9854,36.2066,32.8468,0.0422,0.0,0.0,3646.0,0.9854,36.2066,32.8468,0.0422,>=5000
2024-12-15,CSX,4317,,Soybeans,N/A,Casey,IL,"Casey, IL",Mobile,AL,"Mobile, AL",779.0,Unit,90,90.0,Railroad,0,0,,3866,1.0449,38.3913,34.8288,0.0447,0.0,0.0,3866.0,1.0449,38.3913,34.8288,0.0447,>=5000
2024-12-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Private,0,1,,3214,0.8686,31.9166,28.955,0.0381,0.0,0.0,3214.0,0.8686,31.9166,28.955,0.0381,>=5000
2024-12-15,CSX,4317,,Soybeans,N/A,Marion,OH,"Marion, OH",Chesapeake,VA,"Chesapeake, VA",760.0,Unit,90,90.0,Railroad,0,0,,3654,0.9876,36.286,32.9189,0.0433,0.0,0.0,3654.0,0.9876,36.286,32.9189,0.0433,>=5000
2024-12-15,UP,4051,1144.0,Soybeans,N/A,Canton,KS,"Canton, KS",Houston,TX,"Houston, TX",747.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5150,1.3919,51.142,46.3964,0.0621,0.3,224.1,5374.1,1.3919,53.3674,48.4153,0.0648,
2024-12-15,UP,4051,1301.0,Soybeans,N/A,Cozad,NE,"Cozad, NE",Kalama,WA,"Kalama, WA",1562.0,Shuttle,107,,Railroad/Private,0,1,"286,000",6140,1.6595,60.9732,55.3153,0.0354,0.3,468.6,6608.6,1.6595,65.6266,59.5369,0.0381,
2024-12-15,UP,4051,1144.0,Soybeans,N/A,Cozad,NE,"Cozad, NE",Houston,TX,"Houston, TX",1078.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5510,1.4892,54.717,49.6396,0.046,0.3,323.4,5833.4,1.4892,57.9285,52.5532,0.0488,
2024-12-15,UP,4051,1144.0,Soybeans,N/A,Sloan,IA,"Sloan, IA",Ama,LA,"Ama, LA",1231.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5590,1.5108,55.5114,50.3604,0.0409,0.3,369.3,5959.3,1.5108,59.1787,53.6874,0.0436,
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Brunswick,NE,"Brunswick, NE",Hanford,CA,"Hanford, CA",2122.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",6320,1.5942,62.7607,56.9369,0.0268,0.07,148.54,6468.54,1.5942,64.2357,58.2751,0.0275,>=5001
2025-01-15,BNSF,4022,39013.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Seattle,WA,"PNW (Seattle, WA)",1684.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5470,1.3798,54.3198,49.2793,0.0293,0.07,117.88,5587.88,1.3798,55.4904,50.3413,0.0299,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Clarkfield,MN,"Clarkfield, MN",Hereford,TX,"Hereford, TX",1066.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5800,1.4631,57.5968,52.2523,0.049,0.07,74.62,5874.62,1.4631,58.3378,52.9245,0.0496,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hereford,TX,"Hereford, TX",728.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5040,1.2714,50.0497,45.4054,0.0624,0.07,50.96,5090.96,1.2714,50.5557,45.8645,0.063,>=5001
2025-01-15,BNSF,4022,39013.0,Corn,N/A,Edison,NE,"Edison, NE",Seattle,WA,"PNW (Seattle, WA)",1759.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5350,1.3495,53.1281,48.1982,0.0274,0.07,123.13,5473.13,1.3495,54.3508,49.3075,0.028,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Edison,NE,"Edison, NE",Hanford,CA,"Hanford, CA",1776.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",6000,1.5135,59.5829,54.0541,0.0304,0.07,124.32,6124.32,1.5135,60.8175,55.1741,0.0311,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Greenwood,IL,"Greenwood (Mendota), IL",Hereford,TX,"Hereford, TX",935.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4560,1.1503,45.283,41.0811,0.0439,0.07,65.45,4625.45,1.1503,45.933,41.6707,0.0446,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Hancock,IA,"Hancock, IA",Plainview,TX,"Plainview, TX",832.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",5160,1.3016,51.2413,46.4865,0.0559,0.07,58.24,5218.24,1.3016,51.8197,47.0112,0.0565,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Clovis,NM,"Clovis, NM",764.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4800,1.2108,47.6663,43.2432,0.0566,0.07,53.48,4853.48,1.2108,48.1974,43.725,0.0572,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Phelps,MO,"Phelps (Rock Port), MO",Houston,TX,"Texas Gulf (Houston, TX)",937.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,1,"286,000",4540,1.1452,45.0844,40.9009,0.0437,0.07,65.59,4605.59,1.1452,45.7357,41.4918,0.0443,>=5001
2025-01-15,BNSF,4022,39013.0,Corn,N/A,Selby,SD,"Selby, SD",Seattle,WA,"PNW (Seattle, WA)",1419.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5430,1.3697,53.9225,48.9189,0.0345,0.07,99.33,5529.33,1.3697,54.9089,49.8138,0.0351,>=5001
2025-01-15,BNSF,4022,39013.0,Corn,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad/Private,0,1,"286,000",5430,1.3697,53.9225,48.9189,0.0294,0.07,116.62,5546.62,1.3697,55.0806,49.9695,0.03,>=5001
2025-01-15,BNSF,4022,39010.0,Corn,N/A,Waverly,IL,"Waverly, IL",Dexter,NM,"Dexter, NM",1058.0,Shuttle/Direct DET,110,120.0,Railroad/Private,0,0,"286,000",4680,1.1805,46.4747,42.1622,0.0399,0.07,74.06,4754.06,1.1805,47.2101,42.8294,0.0405,>=5001
2025-01-15,CN,4050,1001000.0,Corn,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Private,0,1,,2191,0.5527,21.7577,19.7387,0.0227,0.318,276.66,2467.66,0.5527,24.5051,22.2312,0.0256,>5149
2025-01-15,CN,4050,1001000.0,Corn,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Railroad,0,1,,2571,0.6485,25.5313,23.1622,0.0266,0.318,276.66,2847.66,0.6485,28.2786,25.6546,0.0295,>5149
2025-01-15,CPKC,4032,1182.0,Corn,N/A,Delhi,LA,"Delhi, LA",Morton,MS,"Morton, MS",120.0,Unit,100,,Railroad/Private,0,1,,1342,0.3385,13.3267,12.0901,0.1008,0.35,42.0,1384.0,0.3385,13.7438,12.4685,0.1039,>=5000
2025-01-15,CPKC,4444,45646.0,Corn,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5047,1.2731,50.1192,45.4685,0.0281,0.2625,424.4625,5471.4625,1.2731,54.3343,49.2925,0.0305,>=5000
2025-01-15,CPKC,4444,45558.0,Corn,N/A,Glenwood,MN,"Glenwood, MN",Boardman,OR,"Boardman, OR",1556.0,Unit,110,110.0,Railroad/Private,0,1,,5513,1.3907,54.7468,49.6667,0.0319,0.2625,408.45,5921.45,1.3907,58.8029,53.3464,0.0343,>=5000
2025-01-15,CSX,4315,,Corn,N/A,Haw Creek,IN,"Haw Creek (Ladoga), IN",Ozark,AL,"Ozark, AL",707.0,Unit,90,90.0,Railroad/Private,0,1,,5961,1.5037,59.1956,53.7027,0.076,0.0,0.0,5961.0,1.5037,59.1956,53.7027,0.076,>=5000
2025-01-15,CSX,4315,,Corn,N/A,Marysville,OH,"Marysville, OH",Rose Hill,NC,"Rose Hill, NC",781.0,Unit,90,90.0,Railroad/Private,0,1,,6139,1.5486,60.9633,55.3063,0.0708,0.0,0.0,6139.0,1.5486,60.9633,55.3063,0.0708,>=5000
2025-01-15,CSX,4315,,Corn,N/A,Olney,IL,"Olney, IL",Fairmount,GA,"Fairmount, GA",496.0,Unit,90,90.0,Railroad/Private,0,1,,4706,1.1871,46.7329,42.3964,0.0855,0.0,0.0,4706.0,1.1871,46.7329,42.3964,0.0855,>=5000
2025-01-15,UP,4051,2215.0,Corn,N/A,Allen,IL,"Allen Station (San Jose), IL",Pittsburg,TX,"Pittsburg, TX",691.0,Shuttle,107,,Railroad/Private,0,1,"286,000",4085,1.0305,40.566,36.8018,0.0533,0.29,200.39,4285.39,1.0305,42.556,38.6071,0.0559,
2025-01-15,UP,4051,2310.0,Corn,N/A,Frankfort,KS,"Frankfort, KS",Calipatria,CA,"Calipatria, CA",1572.0,Shuttle,107,,Railroad/Private,0,1,"286,000",6005,1.5148,59.6326,54.0991,0.0344,0.29,455.88,6460.88,1.5148,64.1597,58.2061,0.037,
2025-01-15,UP,4051,2300.0,Corn,N/A,Mead,NE,"Mead, NE",Keyes,CA,"Keyes, CA",1737.0,Shuttle,107,,Railroad/Private,0,1,"286,000",6165,1.5551,61.2214,55.5405,0.032,0.29,503.73,6668.73,1.5551,66.2237,60.0786,0.0346,
2025-01-15,UP,4051,2215.0,Corn,N/A,Nebraska City,NE,"Nebraska City, NE",Amarillo,TX,"Amarillo, TX",714.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5005,1.2625,49.7021,45.0901,0.0632,0.29,207.06,5212.06,1.2625,51.7583,46.9555,0.0658,
2025-01-15,UP,4051,2100.0,Corn,N/A,Sloan,IA,"Sloan, IA",Burley,ID,"Burley, ID",1176.0,Shuttle,107,,Railroad/Private,0,1,"286,000",5685,1.4341,56.4548,51.2162,0.0436,0.29,341.04,6026.04,1.4341,59.8415,54.2886,0.0462,
2025-01-15,UP,4051,2210.0,Corn,N/A,Sterling,IL,"Sterling, IL",Nashville,AR,"Nashville, AR",723.0,Shuttle,107,,Railroad/Private,0,1,"286,000",4225,1.0658,41.9563,38.0631,0.0526,0.29,209.67,4434.67,1.0658,44.0384,39.952,0.0553,
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Seattle,WA,"PNW (Seattle, WA)",1528.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6135,1.6581,60.9235,55.2703,0.0362,0.07,106.96,6241.96,1.6581,61.9857,56.2339,0.0368,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Argyle,MN,"Argyle, MN",Houston,TX,"Texas Gulf (Houston, TX)",1634.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6685,1.8068,66.3853,60.2252,0.0369,0.07,114.38,6799.38,1.8068,67.5212,61.2557,0.0375,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",Seattle,WA,"PNW (Seattle, WA)",1469.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6085,1.6446,60.427,54.8198,0.0373,0.07,102.83,6187.83,1.6446,61.4482,55.7462,0.0379,>=5001
2025-01-15,BNSF,4022,69902.0,Soybeans,N/A,Casselton,ND,"Casselton, ND",St. Louis,MO,"St. Louis, MO",855.0,Shuttle,110,120.0,Railroad,0,1,"286,000",4485,1.2122,44.5382,40.4054,0.0473,0.07,59.85,4544.85,1.2122,45.1326,40.9446,0.0479,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Concordia,KS,"Concordia, KS",Houston,TX,"Texas Gulf (Houston, TX)",742.0,Shuttle,110,120.0,Railroad,0,0,"286,000",4935,1.3338,49.007,44.4595,0.0599,0.07,51.94,4986.94,1.3338,49.5227,44.9274,0.0605,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Mitchell,SD,"Mitchell, SD",Seattle,WA,"PNW (Seattle, WA)",1624.0,Shuttle,110,120.0,Railroad,0,1,"286,000",6185,1.6716,61.4201,55.7207,0.0343,0.07,113.68,6298.68,1.6716,62.549,56.7449,0.0349,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,Phelps,MO,"Phelps (Rock Port), MO",Seattle,WA,"PNW (Seattle, WA)",1881.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6135,1.6581,60.9235,55.2703,0.0294,0.07,131.67,6266.67,1.6581,62.2311,56.4565,0.03,>=5001
2025-01-15,BNSF,4022,69105.0,Soybeans,N/A,St. Cloud,MN,"St. Cloud, MN",Seattle,WA,"PNW (Seattle, WA)",1666.0,Shuttle,110,120.0,Railroad,0,0,"286,000",6235,1.6851,61.9166,56.1712,0.0337,0.07,116.62,6351.62,1.6851,63.0747,57.2218,0.0343,>=5001
2025-01-15,CN,4050,1001000.0,Soybeans,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Private,0,1,,2191,0.5922,21.7577,19.7387,0.0227,0.318,276.66,2467.66,0.5922,24.5051,22.2312,0.0256,>5149
2025-01-15,CN,4050,1001000.0,Soybeans,N/A,Gibson City,IL,"Gibson City, IL",Reserve,LA,"Reserve, LA",870.0,Unit,105,,Railroad,0,1,,2571,0.6949,25.5313,23.1622,0.0266,0.318,276.66,2847.66,0.6949,28.2786,25.6546,0.0295,>5149
2025-01-15,CN,4050,1001000.0,Soybeans,N/A,Ida Grove,IA,"Ida Grove, IA",Helvetia,LA,"Convent, LA",1376.0,Unit,105,,Private,0,0,,3324,0.8984,33.0089,29.9459,0.0218,0.318,437.568,3761.568,0.8984,37.3542,33.888,0.0246,>5149
2025-01-15,CN,4050,1001000.0,Soybeans,N/A,Ida Grove,IA,"Ida Grove, IA",Helvetia,LA,"Convent, LA",1376.0,Unit,105,,Railroad,0,0,,3759,1.0159,37.3287,33.8649,0.0246,0.318,437.568,4196.568,1.0159,41.674,37.8069,0.0275,>5149
2025-01-15,CPKC,4444,47004.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",East St. Louis,IL,"East St. Louis, IL",1235.9,Unit,110,110.0,Railroad/Private,0,1,,3526,0.953,35.0149,31.7658,0.0257,0.2625,324.4238,3850.4237,0.953,38.2366,34.6885,0.0281,>=5000
2025-01-15,CPKC,4444,45650.0,Soybeans,N/A,Enderlin,ND,"Enderlin, ND",Kalama,WA,"Kalama, WA",1617.0,Unit,110,110.0,Railroad/Private,0,1,,5785,1.5635,57.4479,52.1171,0.0322,0.2625,424.4625,6209.4625,1.5635,61.663,55.9411,0.0346,>=5000
